mid,sum
1219,"Goofy Movie is about Goofy and his son bonding during a cross-country road trip, facing challenges along the way."
1223,King of the Hill is about a young boy's resilience during the Great Depression in St. Louis.
1226,"Night Falls on Manhattan follows a district attorney caught in a corruption scandal, leading to a moral dilemma."
139,"""Love Bug"" is about a race car driver who meets a Volkswagen Beetle named Herbie, which helps him win races and brings success to his career, but their bond is tested when a rival tries to sabotage Herbie."
532,"Kama Sutra: A Tale of Love is about a passionate romance in 16th-century India, with themes of love, desire, and sensuality."
560,A Kid in King Arthur's Court follows a young boy named Calvin who is transported back in time to King Arthur's court and must adapt to the challenges of the medieval era.
1090,Sliver is a thriller film.
1116,"The Mark of Zorro is about a masked vigilante fighting injustice and corruption in old California, captivating viewers with thrilling sword fights and stunts."
1221,"When a Man Loves a Woman is about a married woman battling with alcoholism, which affects both her own life and her family."
1222,Judgment Night is a thrilling 1993 movie.
1227,"Awfully Big Adventure is about a young girl's journey to become an actress in 1940s Liverpool, where she encounters love, loss, and the complexities of the theater world."
1229,Poison Ivy II is a drama thriller film.
1230,Ready to Wear is about the intertwining lives of fashion industry insiders during Paris Fashion Week.
1231,Marked for Death is an action thriller.
1232,"Madonna: Truth or Dare is a documentary about Madonna's 1990 world tour, offering a behind-the-scenes look at her life, performances, and controversies."
363,Sudden Death is about intense action and thrills.
1067,Bottle Rocket is about friends on a journey of self-discovery through small heists.
1234,"""Chairman of the Board"" is a comedy film."
1235,The Big Bang Theory is about socially awkward physicists forming an unlikely friendship and navigating through their hilarious and complex lives.
1238,Full Speed is an action film.
578,Demolition Man (1993) is about a police officer from the past who is revived to stop a dangerous criminal in a futuristic society without crime.
734,"""Made in America"" is about a woman's search for her daughter's biological father, unraveling secrets and exploring themes of identity and acceptance."
1025,Fire Down Below is an action thriller.
1228,Under Siege 2: Dark Territory is about a former Navy SEAL who must outsmart terrorists and save hostages aboard a hijacked train.
1239,Cutthroat Island is about a pirate named Morgan Adams who embarks on a treacherous quest to obtain her father's treasure.
1240,Ghost in the Shell is about a cyborg policewoman investigating a mysterious entity in a futuristic cyberpunk world.
130,"""Kansas City"" is about a kidnapper, a jazz musician, and his wife involved in the dangerous world of jazz in 1930s Kansas City."
1115,"""Twelfth Night"" is about mistaken identity and love triangles when a woman disguises herself as a man, resulting in humorous chaos and complex relationships."
1241,"Van, The is a 1996 movie."
1242,"The Old Lady Who Walked in the Sea is a comedic drama about a former Hollywood star living on a Mediterranean island, whose life takes unexpected turns when a young drifter enters her world."
902,"The Big Lebowski is about a laid-back character who gets mistakenly involved in a comical case, leading to hilarious situations."
1245,Gridlock'd is about two friends trying to enter a drug rehab program while facing obstacles and personal struggles.
1182,Cops and Robbersons is a comedy film about cops and robbers.
1247,Bad Girls is a film.
339,"Mad City is about a hostage situation in a museum, delving into the power struggle between a security guard and a journalist, while examining media ethics and the blurred boundaries of truth."
1251,A Chef in Love is about a Georgian chef and a French woman who face challenges of love amid historical upheavals.
1252,Contempt is a drama film directed by Jean-Luc Godard.
1220,"""Higher Learning"" is about diverse college students navigating challenges, exploring themes like racism and identity."
1244,Metro is an action thriller film.
1253,The Tie That Binds is a suspense thriller.
1254,"""Gone Fishin'"" is about two friends on a fishing adventure."
1255,"""Broken English"" is a drama film about relationships and personal struggles."
1256,"The Designated Mourner is about loyalty, moral ambiguity, and political repression in a dystopian society."
1257,"The Designated Mourner is about three individuals navigating a dystopian regime, exploring power dynamics and the nature of loyalty in the face of societal collapse."
1258,"Trial and Error is about a lawyer impersonating his friend in a murder trial, facing challenges and seeking the truth."
1086,It's My Party is about a 1995 movie.
1160,"Love! Valour! Compassion! is about the lives and relationships of a group of eight gay men as they navigate love, friendship, and self-acceptance over three summer weekends."
1260,Total Eclipse is a movie.
1261,The Run of the Country is a 1995 movie.
1266,Bread and Chocolate is a comedy-drama film that explores the struggles of an Italian immigrant in Switzerland.
1168,"""Little Buddha"" is about a young boy believed to be the reincarnation of a spiritual leader, as the film explores the life of Siddhartha and the teachings of Buddhism."
1267,"""Clockers"" is a crime drama film."
1269,"Love in the Afternoon is about a young woman's infatuation with an older playboy in Paris, exploring love, passion, and age."
1170,Spanking the Monkey is a film.
1183,"Cowboy Way is about two cowboys on a journey to find a missing friend in New York City, facing adventures and obstacles."
1246,"""Bushwhacked"" is a 1995 comedy film."
1271,"""North"" is about a boy who seeks new parents but discovers the value of his own family instead."
1272,Talking About Sex is a movie.
1175,Hugo Pool is a quirky 1997 film.
882,Washington Square (1997) is a drama film.
374,Mighty Morphin Power Rangers: The Movie is about the Power Rangers battling a new enemy with their special abilities.
779,Drop Zone is about a U.S. Marshal pursuing daring skydiving thieves.
1088,Double Team is about an action-thriller film.
1136,"Ghosts of Mississippi is about the pursuit of justice for a civil rights activist's assassination, highlighting racism and perseverance in Mississippi."
1207,Jade is a thriller film.
1273,Color of Night is a psychological thriller film.
1274,Robocop 3 is about a futuristic police officer fighting crime in a science fiction setting.
1275,Killer (Bulletproof Heart) is a movie.
1276,Sunset Park is a 1996 movie.
1277,"Set It Off is about four women who form a bank-robbing crew, facing challenges and testing their loyalty as their crime spree escalates."
1278,Selena is about the rise and impact of a talented Mexican-American singer in the '90s.
1279,Wild America is about three brothers documenting American wildlife on a cross-country journey.
1280,Gang Related is a crime thriller.
297,Ulee's Gold is about a beekeeper named Ulee who must protect his family from his son's dangerous associates.
1217,Assassins is an action thriller film.
296,"La Promesse (1996) is about a teenage boy, Igor, who grapples with the moral dilemma of choosing between his loyalty to his family and doing what is morally right as he becomes involved in his father's exploitative treatment of illegal immigrants."
1233,Nénette et Boni is about the complicated bond and personal hardships of siblings transitioning from youth to adulthood.
335,"""How to Be a Player"" is about a charismatic man named Dray who manages multiple relationships and the comedic situations that arise from his playboy lifestyle."
1286,"""Shall We Dance?"" is a 1937 musical comedy about a ballet dancer pretending to be Russian and finding love through dance."
869,Fools Rush In is about a romantic comedy.
1040,Two if by Sea is a comedy film.
1054,Mr. Wrong is a comedy film.
1212,Flesh and Bone is a drama film.
1283,Out to Sea is a comedy about a sea-bound adventure.
1287,Ed is about a movie released in 1996.
1288,Denise Calls Up is a 1995 movie.
1289,"Jack and Sarah is about a man's journey as a single father after his wife's death, exploring grief, family bonds, and self-discovery."
1290,Country Life (1994) is a movie about rural life.
1292,"A Simple Wish is about a girl named Anabel and her fairy godmother Murray, as they navigate the chaos caused by Anabel's wish for her father to star in a Broadway musical. This heartwarming family comedy explores the power of self-belief and the magic of dreams."
1293,Star Kid is a 1997 movie.
1109,Death and the Maiden is a mystery thriller movie.
1264,Nothing to Lose is a movie.
1297,Love Affair is a romantic drama film.
1298,"The Band Wagon is about an aging Broadway star attempting to rejuvenate his career through a new musical, while facing difficult collaborators and discovering the importance of show business and friendships."
1299,Penny Serenade is a drama film.
1053,Now and Then is about four childhood friends facing the struggles of adolescence.
1300,'Til There Was You is a romantic comedy film.
1301,"""Stripes"" is a comedy film."
1302,Late Bloomers (1996) is a movie about personal growth and development.
918,City of Angels is about a romantic fantasy.
1049,"""House Arrest"" is about children plotting to keep their parents at home, leading to unexpected challenges."
1092,"""Dear God"" is a film about a con artist's transformation when he begins working at the Dead Letter Office, learning about others' struggles and finding compassion."
943,Killing Zoe is a crime thriller film.
719,Canadian Bacon is a satirical film.
1304,New York Cop is an action crime film.
1305,National Lampoon's Senior Trip is a comedy film.
1307,Carmen Miranda: Bananas Is My Business is a documentary film about the life of Carmen Miranda.
1308,Babyfever is a movie.
1309,"A Very Natural Thing (1974) follows the journey of David, a gay man, as he navigates love and acceptance in a society that often rejects him. This thought-provoking film explores relationships, personal growth, and societal pressures, offering an authentic portrayal of the LGBTQ+ experience in the 1970s."
571,Another Stakeout is a crime-comedy film.
951,"Indian in the Cupboard is about a boy who discovers a magical cupboard that brings his toys to life, including a Native American figurine."
1262,Walking and Talking is about friendship and communication.
1282,"The Grass Harp is about a young man who finds solace in nature and bonds with a group of misfits, as they confront societal norms and discover the power of love and friendship."
1312,"""The Pompatus of Love"" is about four friends navigating the complexities of love and relationships in Los Angeles, exploring modern dating and the pursuit of lasting connections."
1313,"Palmetto is about a man's struggle to uncover the truth amidst a dangerous plot involving deceit, kidnapping, and extortion."
1004,Geronimo: An American Legend is about the struggles of Apache leader Geronimo and his people as they fight against colonization and military intervention in late 19th century America.
1315,Inventing the Abbotts is a drama film.
893,For Richer or Poorer is about a wealthy couple seeking refuge in an Amish community to evade an IRS investigation.
1127,Truman Show is about a man discovering that his entire life is a reality TV show.
818,Girl 6 is a film.
870,Touch is a 1997 drama film.
883,Telling Lies in America is a drama film about deceit and betrayal.
989,"""Cats Don't Dance"" is an animated musical comedy film."
1015,Shiloh is about a boy named Marty who befriends a mistreated beagle named Shiloh and goes through challenges to protect him.
1061,The Evening Star is a drama film.
1068,The Star Maker follows a man's search for talents in rural Italy to make them into movie stars.
1161,Palookaville is about three friends attempting unsuccessful heists in their lives.
1171,"Wild Reeds is about four French teenagers confronting love, sexuality, and identity during the social changes of the 1960s."
1174,"""Caught"" is about a woman, Joe, caught between her husband and a wealthy man, leading to a web of passion, betrayal, and personal introspection."
1198,Purple Noon is a 1960 film.
1259,"""Pie in the Sky"" is a 1995 film."
1265,"""Star Maps"" is a 1997 drama film."
1281,Manny & Lo is a 1996 movie.
1284,"Before and After explores the aftermath of a son's murder accusation, delving into the complexities of family dynamics and the moral dilemmas faced by protective parents."
1291,Celtic Pride is about fans kidnapping a rival team's star player to secure their own team's victory.
1296,"Indian Summer is about former campers reuniting at a summer camp, where they confront personal challenges and rediscover old friendships."
1317,"The Journey of August King (1995) is a dramatic film about a farmer who aids a runaway slave during the 19th century, delving into themes of racial tension, morality, and personal transformation."
1318,"Catwalk is about supermodels navigating the competitive world of fashion, shedding light on their challenges and successes."
1319,"Neon Bible is about a young boy's coming-of-age journey in a small southern town during the Great Depression, exploring themes of family, religion, and self-discovery."
1320,Homage is a film.
1321,"""Open Season"" is about animals in a forest revolting against invading hunters."
1322,"Metisse (Café au Lait) is about two women navigating the challenges of interracial relationships and unexpected pregnancies, providing a thought-provoking exploration of love, identity, and societal pressures."
1323,"""Wooden Man's Bride, The"" is a Chinese romantic drama film."
1324,Loaded is a crime drama film.
1325,"""August"" is about a New York theater director confronting mortality and reflecting on his relationships."
1326,Boys is a 1996 movie.
1327,Captives is a thriller film.
1328,Of Love and Shadows is a drama film.
1329,The Low Life is about the struggles and harsh realities faced by a group of individuals living on the fringes of society in Los Angeles.
1330,An Unforgettable Summer is a 1994 movie.
1331,"Last Klezmer is a documentary about Leopold Kozlowski, a klezmer musician."
1332,My Life and Times With Antonin Artaud is a French film.
1333,Midnight Dancers (Sibak) is a 1994 film.
1334,"""Somebody to Love"" is about the interconnected lives of individuals in Los Angeles, exploring their search for love, acceptance, and connection."
1335,"American Buffalo is about three men planning a heist with unexpected consequences, exploring themes of friendship, greed, and desires."
1336,Kazaam is about a 1996 movie.
1337,Larger Than Life is a film.
1338,Two Deaths is a movie about an unspecified story.
1339,Stefano Quantestorie is a coming-of-age film.
1340,"Crude Oasis, The is a drama film."
1341,Hedd Wyn is about a Welsh poet and farmer navigating life during World War I.
1342,"""The Convent"" is a drama film."
1343,Lotto Land is a movie released in 1995.
1344,"""Story of Xinghua"" is about a character's unfolding life."
1345,Day the Sun Turned Cold is a drama film.
1346,"""Dingo"" is a film directed by Rolf de Heer."
1347,Ballad of Narayama is a Japanese film from 1958.
1348,Every Other Weekend is a drama film.
1349,Mille bolle blu is a 1993 movie.
1350,Crows and Sparrows is a Chinese film directed by Zheng Junli in 1949.
1351,"""Lover's Knot"" is a romantic comedy that explores love, relationships, and loyalty in a coastal town through the lives of two couples."
1352,"""Shadow of Angels"" is a 1976 drama film that delves into complex relationships and emotional struggles, exploring themes of love, betrayal, and redemption in a captivating and atmospheric setting."
1353,1-900 is a drama film by Theo Van Gogh.
1354,"""Venice/Venice"" is about a filmmaker who falls in love with a mysterious woman in the enchanting city of Venice, blurring the lines between reality and fantasy."
1355,Infinity is a movie.
1356,Ed's Next Move is a romantic film.
1357,"""For the Moment"" is a movie released in 1994."
1358,The Deadly Cure is an exciting film with a thrilling plot.
1359,"Boys in Venice is about young boys' journey in Venice, exploring friendship and self-discovery."
1360,Sexual Life of the Belgians is about the intimate encounters and relationships of diverse characters in Belgium.
1361,"""Search for One-eye Jimmy, The"" is a movie about a search."
1362,American Strays is a mystery movie.
1363,"""Leopard Son"" is a documentary film about leopards."
1364,"Bird of Prey (1996) is about a team of operatives on a mission to rescue a kidnapped scientist, facing challenges and unraveling secrets along the way."
1365,"Johnny 100 Pesos is about a young man in Chile who joins a gang for financial reasons and gets involved in a failed robbery, forcing him to flee from the authorities with very little money."
1366,JLG/JLG is a self-portrait movie released in 1994.
1367,Faust (1994) is a movie.
1368,Mina Tannenbaum is a 1994 movie.
1369,Forbidden Christ is a movie released in 1950.
1370,"I Can't Sleep is about a series of mysterious serial murders in Paris, as various characters' lives intertwine in the dark and complex urban setting."
1371,"""The Machine"" is a 1994 movie."
1372,"The Stranger is about a mysterious man uncovering dark secrets in a small town, leading to a thrilling journey of betrayal and redemption."
1373,"""Good Morning"" is about children's humorous and heartwarming journey to persuade their parents to purchase a television, offering a subtle exploration of communication, family dynamics, and societal changes in 1960s Japan."
1374,Falling in Love Again is a romantic movie.
1375,"Cement Garden is about four siblings consolidating their family unit through unconventional means after their parents' death, as they dive into psychological and emotional struggle, navigating complex relationships and confronting disturbing secrets."
1376,Meet Wally Sparks is a comedy about a character named Wally Sparks.
1377,Hotel de Love is a lighthearted romantic comedy.
1378,"Rhyme & Reason is a documentary about the origins and impact of rap music, featuring interviews with iconic artists and industry figures."
1379,Love and Other Catastrophes is a romantic comedy film.
1380,"""Hollow Reed"" is a drama film."
1381,Losing Chase is a drama film.
1382,"Bonheur, Le is a 1965 movie about happiness."
1383,"Second Jungle Book: Mowgli & Baloo, The is about Mowgli and Baloo's adventurous journey through the jungle, teaching valuable life lessons."
1384,Squeeze is a suspenseful crime drama.
1385,Roseanna's Grave is about a romantic comedy-drama.
1386,"Tetsuo II: Body Hammer is about a man's obsession with merging his body with machines in a futuristic and dystopian world, resulting in a disturbing and visually intense journey."
1387,Fall is a 1997 movie.
1388,Gabbeh is about a young woman named Gabbeh and her colorful journey into the cultural tapestry of Iran.
1389,Mondo is a film.
1390,The Innocent Sleep is a 1995 movie.
1391,For Ever Mozart is a thought-provoking film about a theater troupe navigating the complexities of art and war during the Bosnian War.
1392,"""Locusts, The"" is a movie."
1393,Stag is a comedy film.
1394,Swept from the Sea is a 1997 movie.
1395,"Hurricane Streets is about a young teenager's journey to find his way out of a tough neighborhood in New York City, navigating the complexities of adolescence while facing the challenges of his environment."
375,"Showgirls is about a young woman's pursuit of success in the entertainment industry, revealing the dark side of show business."
1121,"Umbrellas of Cherbourg is about the romantic journey of a young couple in Cherbourg, told through enchanting musical dialogues."
1167,"""The Sum of Us"" is about a widowed father in Australia who supports and understands his gay son's journey, exploring themes of love, acceptance, and family dynamics."
1396,Stonewall is a drama film from 1995.
1398,Anna is a drama film.
1042,Just Cause is a crime thriller.
1399,"""Stranger in the House"" is about a family's unsettling encounter with a mysterious stranger in their home, leading to a suspenseful and twist-filled journey."
1099,"Red Firecracker, Green Firecracker is a film from 1994."
1401,M. Butterfly is a movie.
1402,"Ciao, Professore! is a comedy-drama film."
1403,"Caro Diario is about director Nanni Moretti's personal and introspective journey, exploring his love for cinema, search for a cure, and adventures on the Aolian Islands."
1404,"Withnail and I is about two struggling actors embarking on a memorable journey, encountering eccentric characters, and exploring themes of friendship and artistic pursuit."
1406,When Night Is Falling is a drama film.
623,"""Angels in the Outfield"" is about a 1994 movie."
1408,Gordy is a family comedy film.
1409,"The Swan Princess is about Princess Odette and Prince Derek's love story, as they struggle to break a curse that transforms Odette into a swan."
1410,Harlem is about the culture and dynamics of the famous NYC neighborhood.
1411,Barbarella is a sci-fi film from 1968.
1412,"""Land Before Time III"" is about young dinosaurs learning valuable life lessons while navigating prehistoric landscapes."
1407,The Specialist is an action thriller film.
1413,Street Fighter is an action film.
1414,Coldblooded is a crime-comedy film.
1415,Next Karate Kid is about a movie released in 1994.
1416,"No Escape is about a former Marine trapped in an isolated prison colony, fighting for survival against violent gangs."
1418,"Joy Luck Club, The is about intergenerational Chinese-American women overcoming cultural challenges and strengthening mother-daughter relationships in San Francisco."
1419,Highlander III: The Sorcerer is about the continuation of the Highlander series.
1420,Gilligan's Island: The Movie is about seven castaways facing humorous challenges on a deserted island.
556,Wild Bill is a film.
803,Heaven & Earth is a movie.
1056,Cronos is a mysterious 1992 movie.
1224,"Scout, The is a 1994 movie."
1268,"Bitter Moon is about intense and dysfunctional relationship between two couples aboard a cruise ship, exploring themes of lust, obsession, and human nature."
1422,"""Suture"" is about mistaken identities and explores perception, identity, and reality."
1426,Grace of My Heart is about a singer-songwriter named Denise Waverly who strives for success and self-discovery in the male-dominated music industry of the '60s and '70s.
1427,Drunks is about the struggles of individuals with alcohol addiction in a New York City bar.
1428,SubUrbia is about disaffected suburban young adults.
361,Incognito is a 1997 movie.
889,The Tango Lesson is about a filmmaker who becomes captivated by tango and forms a passionate connection with a dancer.
1429,Sliding Doors is about a woman named Helen whose life diverges into two separate paths after missing or catching a train.
1430,"""Ill Gotten Gains"" is a crime thriller film."
1431,Legal Deceit is a legal thriller.
1432,"The Mighty is about two boys who form an unlikely friendship and conquer personal challenges through courage, friendship, and imagination."
1433,Men of Means is about the ambitious and affluent individuals chasing power and success.
1434,Shooting Fish is a film.
1435,"Steal Big, Steal Little is a comedy film."
1303,The Getaway is an action thriller film.
695,Kicking and Screaming (1995) is a comedy-drama film.
1178,Major Payne is about a tough officer training misfit cadets in a military academy.
1179,Man of the House is about an unknown story.
1250,Best of the Best 3: No Turning Back is an action film.
1438,Panther is about a 1995 movie.
938,A Smile Like Yours is about a couple's humorous and unconventional journey to conceive a child.
970,"""Hear My Song"" is about a concert promoter's search for a missing tenor, leading to a journey of redemption and self-discovery."
1186,The Inkwell is about a 16-year-old African American boy's transformative summer in Martha's Vineyard in 1976.
1205,Secret Agent is about an undercover operative on a perilous mission.
1397,"""Of Human Bondage"" is about a young man's destructive infatuation and emotional dependency on a manipulative waitress, exploring themes of desire, obsession, and unrequited love."
1445,"Ladybird Ladybird is about a resilient mother protecting her children from an abusive man, seeking love and belonging."
1449,"Pather Panchali is about a young boy and his family in rural Bengal, depicting their journey through poverty, dreams, and the realities of life in a poignant and authentic manner."
1452,"Lady of Burlesque is about a murder mystery in a burlesque theater, revealing the backstage world with suspense and comedy."
1453,"""Angel on My Shoulder"" is about a dead gangster who swaps bodies with an honest judge, but faces interference from the devil's representative in a battle of good versus evil."
1455,"The Outlaw is about Billy the Kid's pursuit and his complex relationship with the sheriff, highlighting themes of romance, rivalry, and justice."
1456,"Beat the Devil is about adventurers chasing treasure, encountering challenges and humorous situations on a boat journey in East Africa."
1458,Damsel in Distress is about an American musical comedy in England.
1461,"""Here Comes Cookie"" is a comedic 1935 film."
1463,"Boys, Les is a 1997 movie."
1451,"""Foreign Correspondent"" is about a journalist's involvement in espionage to uncover a conspiracy."
1225,Angus is about a teenager named Angus.
1467,The Saint of Fort Washington is a drama.
1263,Foxfire is a coming-of-age film.
1443,"""8 Seconds"" is about Lane Frost, a rodeo cowboy, and his pursuit of success in the bull riding circuit."
1470,"Gumby: The Movie is about Gumby's mission to rescue his dog from the Blockheads, with vibrant animation and delightful songs."
1462,"Thieves is about a group of young delinquents involved in daring burglaries, exploring their relationships, personal struggles, and the consequences of their actions."
1472,"The Visitors is about a medieval knight and his squire who time travel to the present day, facing comedic situations and cultural clashes."
1243,"Night Flier is about a reporter investigating vampire-like murders, becoming entangled in a dangerous game that tests his sanity."
1473,"The Little Princess is about a resilient young girl, Sara Crewe, who maintains her optimism and kindness while attending a prestigious boarding school and facing adversity during World War I."
1270,Life with Mikey is about a comedy film released in 1993.
1474,Nina Takes a Lover is about a romantic comedy.
1475,Bhaji on the Beach is a British film released in 1993.
1471,Hideaway is a 1995 movie.
1249,"For Love or Money is about a concierge who struggles to choose between love and wealth, leading him on a journey of self-discovery and difficult choices."
1314,Surviving the Game is about a thriller experience.
1476,"Raw Deal is about a man seeking revenge against a mobster, exploring themes of betrayal, redemption, and the cost of vengeance."
1477,Nightwatch is a thriller film.
1071,"""Party Girl"" is about a young woman, Mary, who learns to prioritize her responsibilities and find her true passion in life."
1444,"That Darn Cat! is about a witty Siamese cat named D.C. who gets involved in a kidnapping case, leading to a humorous and suspenseful adventure."
1478,Dead Presidents is a heist film.
1479,Reckless is a 1995 movie.
1480,"""Herbie Rides Again"" is a comedy film."
1000,"""Lightning Jack"" is a Western comedy film."
1145,Blue Chips is about a college basketball coach's struggle with ethics in a corrupt recruiting system.
1180,I Love Trouble is a movie.
1481,"S.F.W. is about a young man's reluctant fame after being held hostage, exploring media sensation and personal identity."
1482,The Gate of Heavenly Peace is a documentary film.
594,"""Heavy"" is about Victor's personal struggles and relationships, exploring themes of loneliness, self-discovery, and the transformative power of love."
1027,The Shooter is about an intense action storyline with captivating sequences.
1108,Feast of July is a drama film.
1485,Le Colonel Chabert (1994) is a film.
1486,"""Girl in the Cadillac"" is a crime drama."
1487,Even Cowgirls Get the Blues is a movie from 1993.
1488,"Germinal is about coal miners in 19th-century France who go on strike to fight for better working conditions and wages, highlighting social injustice and the power of collective action."
1490,Fausto is about the myth of Faust.
1491,Tough and Deadly is an action film released in 1995.
1492,Window to Paris is a film with a 1994 release.
1493,A Modern Affair explores the complexities of relationships in the modern world through the lives of three interconnected couples.
1494,"""Mostro, Il"" is a comedic Italian film directed by Roberto Benigni."
1495,Flirt is a 1995 film.
1498,Farmer & Chase is a movie.
1499,Grosse Fatigue is a French comedy film directed by Michel Blanc.
1500,Santa with Muscles is a comedy film.
1501,Prisoner of the Mountains is about a 1996 film.
1112,"Cobb is about the life of legendary baseball player Ty Cobb, including his skills, relationships, and controversial reputation."
1181,"Low Down Dirty Shame is an action-comedy about a detective's mission to fight crime and disband a drug lord's reign of terror, with thrilling action and unexpected twists."
1459,"Madame Butterfly is about a Japanese geisha who falls in love with an American naval officer, leading to a tragic love affair."
1466,"Margaret's Museum is about a young woman's dedication to preserving the memory of her loved ones through a unique museum, highlighting the struggles and resilience of a mining community."
1316,The Horse Whisperer is a dramatic film.
1502,Naked in New York is a film set in New York.
1504,"Bewegte Mann, Der is a German comedy film."
1248,Blink is a thriller film.
1489,Chasers is about two Navy sailors escorting a prisoner and getting involved in comedic and chaotic situations.
1505,"""Killer: A Journal of Murder"" is about the true story of serial killer Carl Panzram and his disturbing crimes, as documented in his detailed journal."
1421,My Crazy Life is about two young Latinas facing the harsh realities of gang life in Los Angeles.
1446,"Bye Bye, Love is a 1995 movie."
1503,Gold Diggers: The Secret of Bear Mountain is a mysterious movie released in 1995.
1506,Nelly & Monsieur Arnaud is about a woman and an old man forming a deep connection while she transcribes his memoirs.
801,The Air Up There is a sports movie.
1508,The Babysitter is about a girl's perilous night as a babysitter.
1509,Getting Even with Dad is a film.
1513,Sprung is a romantic comedy film.
1514,Dream With the Fishes is a drama film.
1515,Wings of Courage is a movie released in 1995.
1516,"""Wedding Gift"" is about a story of a wedding gift."
787,Roommates is a drama film released in 1995.
1311,"Waiting to Exhale is about the intertwined lives of four African-American women in Phoenix, as they navigate love, careers, and societal expectations, promoting female friendships and exploring the pursuit of happiness."
1469,Tom and Huck is about adventures of two friends in 1995.
1517,"""Race the Sun"" is about underprivileged Hawaiian students overcoming challenges to compete in a solar-powered car race."
1519,"""New Jersey Drive"" is about young car thieves in Newark, New Jersey, navigating the dangers of their illegal activities and confronting law enforcement."
1081,"""Curdled"" is a crime thriller movie."
1523,"A Good Man in Africa is about a British diplomat in an African country, who becomes entangled in political and personal troubles, including corruption and love affairs."
1483,Man in the Iron Mask is about a despotic king who imprisons his twin brother and a group of musketeers who plan to rescue him and restore justice to the kingdom.
1524,"Kaspar Hauser is about a young man with a mysterious past, discovered in a German town, and the struggles he faces to fit into society."
1525,"The Object of My Affection is about a woman, Nina, who falls in love with her gay best friend, George, while also dealing with an unexpected pregnancy, showcasing the complexities of modern relationships."
1437,House Party 3 is a comedy film.
1496,Carpool is a comedy film.
1526,"Witness is about a boy in an Amish community who witnesses a murder, highlighting the clash of cultures and moral dilemmas."
786,"""The Perez Family"" depicts Cuban immigrants embracing new lives in America, encountering challenges, dreams, and unexpected romances."
1082,Female Perversions is a 1996 movie.
967,"Little Lord Fauntleroy is about a young American boy who inherits an English earldom, bringing love and joy to a previously stern household."
1511,Children of the Revolution is a 1996 movie.
1294,Ayn Rand: A Sense of Life explores the life and ideas of novelist Ayn Rand.
1159,Stalker is a mysterious film by Andrei Tarkovsky.
1512,"World of Apu, The (Apur Sansar) is about Apu's journey through poverty, loss, and love in mid-20th century India."
1530,"Jefferson in Paris is about Thomas Jefferson's time in France as the US Minister and explores his relationships and experiences in society, including his controversial affair with Sally Hemings."
1425,"""I'll Do Anything"" is a movie released in 1994."
1531,Far From Home: The Adventures of Yellow Dog is about a boy and his dog's wilderness adventure and their journey to return home.
1532,"""Foreign Student"" is about a French student who goes to the US in the 1950s, facing cultural differences and forming relationships while studying at college."
1533,"""I Don't Want to Talk About It"" is a gripping 1993 drama that delves into the dangerous family secret surrounding a young girl and explores the themes of silence, loyalty, and the enduring power of secrets."
1534,Twin Town is a 1997 film.
1535,"Enfer, L' is a drama film."
1536,Aiqing wansui is a 1994 movie.
1537,"Cosi is about a director who helms a play in a mental institution, forging unexpected bonds and undergoing personal transformation."
1518,Losing Isaiah is a drama film.
1468,"The Cure is about a detective investigating mysterious murders, uncovering a disturbing pattern connecting the victims."
1539,"""Being Human"" is a movie released in 1993."
1484,"Jerky Boys, The is a comedy film."
1450,Golden Earrings is about a forbidden love between a British soldier and a gypsy woman during World War II.
1542,The Scarlet Letter is about a young woman in Puritan New England who faces societal judgment and emotional turmoil for committing adultery.
757,"""Across the Sea of Time"" is a captivating journey."
861,Nosferatu a Venezia is a horror film set in Venice.
957,Pushing Hands is about an elderly Tai Chi master's struggle to adapt to his new life and preserve his traditional values in the United States.
1062,Four Days in September is about Brazilian kidnappers holding the American ambassador hostage.
1146,Calendar Girl is a film released in 1993.
1184,Endless Summer 2 is a movie about summer exploration.
1306,Delta of Venus is about a young writer's captivating adventures in 1940s Paris.
1400,Picture Bride is about the experiences of a bride in a 1995 film.
1405,Boy's Life 2 is a 1997 movie.
1423,"The Walking Dead is about survivors battling reanimated corpses in a post-apocalyptic world, facing moral dilemmas and forming alliances for survival."
1424,I Like It Like That is a movie about life in New York City.
1439,Jason's Lyric is about a young man's journey to overcome violence and poverty in his neighborhood and find hope for a better future.
1441,Moonlight and Valentino is about a widow finding comfort and friendship after her husband's death.
1442,The Scarlet Letter is a film released in 1995.
1464,The Stars Fell on Henrietta is a movie.
1522,"""Trial by Jury"" is about a single mother navigating the legal system as a key witness in a murder trial, balancing her personal life with the demands of the case."
1529,"Underground is about wartime adventures of two friends in Yugoslavia, revealing the complexities of the underground world and the harsh effects of war."
1540,"The Amazing Panda Adventure is about a boy's mission to rescue and return a baby panda to its mother in the wild, highlighting wildlife conservation."
1544,"""It Takes Two"" (1995) is about two young girls who switch places to bring together their lonely adults, leading to heartwarming twists."
1545,"""Frankie Starlight"" is a film."
1546,"""Shadows"" (Cienie) is a 1988 film."
1547,"""The Show"" is a 1995 movie."
1548,"""The Courtyard"" (1995) is about a group of individuals whose lives intersect in a secluded courtyard, where hidden secrets and desires emerge, resulting in unforeseen consequences."
1549,Dream Man is a psychological thriller.
1551,The Glass Shield is about a rookie cop uncovering corruption and racial injustice within his own police department while investigating a high-profile murder case.
1552,The Hunted is an action thriller film.
